Gene	TAP0	TAPHL15	TAPHL120	TP0	TP15	TP120	TPHL15	TPHL120
g1899.t1	6.61632	35.9928	28.241	5.32097	40.5983	23.8584	15.9045	28.6622
g10771.t1	15.2838	83.0697	19.6111	18.3065	33.4105	12.101	53.6178	41.9613
g8924.t1	10.8665	9.61887	25.446	2.68252	22.243	21.0117	27.5106	61.6134
g10027.t1	35.2446	190.343	38.678	10.8959	57.9784	15.6524	48.8796	38.4782
g370.t1	134.532	726.236	289.641	54.9875	349.247	132.781	260.885	186.344
g7699.t1	16.9244	182.286	35.1617	13.8187	28.9084	22.8774	110.556	95.7451
g10226.t1	9.43114	50.8094	31.7289	8.70404	12.7013	36.6453	38.3536	27.6923
g918.t1	32.5332	183.245	60.7813	51.3052	175.081	68.0307	192.332	183.762
g5874.t1	83.2817	864.289	509.48	40.9184	539.536	225.853	372.478	464.164
g6174.t1	29.4988	158.238	39.1565	6.63933	38.5899	15.4258	67.1888	65.9227
g1733.t1	21.8085	89.106	44.7897	10.191	42.8753	30.6749	68.2637	120.926
g8438.t1	10.0472	53.5248	21.1652	4.88325	21.2112	22.671	20.2416	43.3776
g2986.t1	5.3752	28.6182	7.75412	24.4846	15.7349	22.6039	17.8434	8.05774
g1778.t1	34.2556	34.7157	70.3406	57.0165	37.6192	18.2524	192.169	189.853
g10567.t1	14.171	38.1219	48.0131	75.7162	17.7229	38.7513	52.3812	78.3383
g7815.t1	9.65796	51.1719	30.9578	1.3566	85.4306	23.3997	30.3958	22.4393
g2618.t1	11.0492	35.8672	27.4257	13.4105	38.5559	19.4206	48.2192	61.0338
g3902.t1	8.791	46.4024	26.333	17.7258	22.0565	15.7658	13.5233	12.5194
g911.t1	59.8085	502.009	132.134	118.737	198.122	68.0385	193.165	330.001
g230.t1	1.32571	6.98637	6.47569	12.9369	6.33834	9.82527	5.89425	7.20834
g10471.t1	23.5342	160.24	57.6849	24.9176	33.8697	21.2936	85.3264	129.771
g6820.t1	4.51946	15.163	12.5509	7.18482	11.0244	8.50657	14.6847	24.8957
g8423.t1	28.6662	150.688	66.2615	82.5065	44.478	28.3957	110.267	63.6098
g1205.t1	56.0596	293.426	78.6631	56.4851	43.8405	51.114	108.706	108.04
g2406.t1	13.9203	19.7573	16.3025	31.4719	26.253	18.1429	35.3373	76.5754
g6364.t1	27.8913	145.842	49.5316	29.8946	40.9051	85.8532	81.9727	11.5957
g4175.t1	73.5582	380.064	135.773	43.3575	148.972	78.9962	249.947	402.599
g1600.t1	32.7164	46.8398	34.1244	34.9173	18.8828	29.0091	38.7146	177.84
g1850.t1	9.73824	50.7863	16.8237	2.20625	6.25742	7.92451	13.5914	10.5721
g9611.t1	26.0403	135.761	27.8999	30.2423	57.3082	25.2118	69.3901	52.2963
g5718.t1	13.9789	72.8268	38.8356	19.0277	26.3079	17.7618	49.3265	32.5563
g1745.t1	31.4981	164.081	9.20232	43.1783	26.1126	31.2022	24.7905	8.26856
g2218.t1	15.3087	79.4701	31.0282	11.2707	62.007	23.4195	26.1038	11.8956
g7142.t1	3.70837	24.9298	11.6561	3.91508	20.9041	14.7494	20.2531	20.0803
g10863.t1	10.29	30.8445	30.6681	12.6782	28.5765	15.2464	52.6353	55.7112
g9732.t1	74.4214	73.0305	25.1077	79.3697	67.5497	65.7812	52.3809	402.482
g675.t1	22.0821	113.911	19.0118	13.6674	42.6986	27.1771	31.125	20.4004
g10615.t1	11.9133	61.4515	17.4303	9.42564	8.20902	8.14069	19.7044	16.5434
g103.t1	11.1308	57.3063	13.8094	17.7536	15.9481	16.0888	33.8977	14.1231
g9385.t1	84.4964	434.597	93.7611	159.091	109.843	62.3626	90.5407	104.576
g8397.t1	12.1156	84.6969	37.8723	6.33292	25.9726	33.6071	52.4043	65.3592
g6986.t1	14.8235	75.9043	191.587	10.3229	32.2268	57.0392	46.9839	111.101
g8379.t1	5.65884	28.9601	11.3352	4.39775	9.32836	20.8823	15.3858	9.47709
g8912.t1	13.1981	67.4482	22.3142	8.67231	41.2792	13.8095	28.7188	20.2672
g8666.t1	17.7859	90.7795	55.0336	12.5245	25.3015	48.6656	68.4415	58.896
g1636.t1	11.0297	56.0104	10.4165	8.16191	11.5404	15.0578	21.7251	25.1075
g2798.t1	799.55	4060.02	1611.25	1032.17	1825.3	1801.05	1037.36	1158.68
g7065.t1	26.2352	208.239	84.5796	42.0155	245.917	55.0186	111.987	141.17
g5795.t1	10.5675	53.5814	41.0061	18.7627	32.4582	44.1887	41.1159	44.0962
g7710.t1	8.87307	44.9328	16.9133	0.748649	42.9698	14.0036	2.33298	3.99671
g9659.t1	9.35859	47.3707	21.1641	14.8116	26.9656	24.3161	23.6919	19.622
g7150.t1	34.1525	281.364	58.962	16.9102	70.3451	56.9299	136.948	181.709
g8387.t1	8.84224	63.6661	15.0257	7.80495	23.0399	11.5638	31.2781	46.9125
g2905.t1	71.4835	358.847	137.84	159.236	62.9331	14.5674	162.359	165.809
g181.t1	9.23186	24.0142	79.7751	11.2832	12.5711	17.3022	58.6452	48.9392
g5013.t1	7.734	41.6381	24.0127	9.96263	64.914	15.5135	39.8568	40.764
g10564.t1	5.7049	28.312	2.96622	5.59474	10.3738	5.61578	8.36579	12.7117
g1587.t1	64.2528	584.812	190.218	32.8829	132.931	89.0732	176.831	338.582
g3165.t1	31.5992	155.886	20.5395	24.2389	26.0468	24.6606	41.1317	74.4442
g869.t1	4.17995	20.6002	2.60392	15.3075	8.67275	4.70813	2.21473	2.03571
g2172.t1	4.30954	21.1868	4.0002	4.63532	8.84754	2.62164	6.13579	11.4858
g2865.t1	16.2302	79.7557	8.70543	6.05531	11.0203	7.86163	34.3956	16.0025
g6246.t1	7.82156	38.2086	11.4054	2.81319	13.2973	10.4575	12.1607	14.7383
g5412.t1	17.4575	85.2331	18.2312	28.3796	17.0082	13.3897	48.9833	31.91
g10212.t1	41.3037	33.7561	18.9007	21.5495	27.7114	21.0792	15.7798	217.46
g6239.t1	28.7734	139.882	36.622	11.4173	36.3932	34.2176	56.3567	32.8964
g2674.t1	1439.39	6982.82	6358.75	1922.26	1494.21	3173.21	1306.41	1638.95
g10723.t1	11.1228	53.9091	5.05777	9.26091	8.18752	2.89553	14.4978	13.6593
g9625.t1	10.3506	50.0942	6.09628	29.3988	20.0243	11.4292	25.0057	28.5635
g8869.t1	1126.83	5448.21	2673.79	812.277	977.591	2315.45	590.397	481.309
g9403.t1	12.8773	42.9037	25.4252	4.08196	23.6774	13.37	42.2439	67.5333
g814.t1	31.186	150.448	51.9006	19.5285	45.0917	29.3521	69.1401	46.9398
g2941.t1	15.6907	75.531	51.6405	38.7832	22.1271	37.8568	75.1237	43.0585
g4428.t1	7.05587	33.9018	3.8603	9.52991	12.5198	3.85784	18.9822	8.30256
g67.t1	23.2098	111.382	39.0385	7.61471	34.541	26.157	44.515	50.0271
g2843.t1	70.0624	335.999	132.709	82.3489	85.2856	71.5935	143.181	152.544
g2523.t1	16.1927	77.4704	15.54	15.4199	21.7572	7.85738	35.4749	12.8633
g5079.t1	47.0247	224.676	115.145	32.4123	65.3788	40.423	61.5248	122.583
g300.t1	15.7277	74.8156	20.3372	2.54459	30.5117	20.763	20.0881	12.837
g4276.t1	59.5034	282.869	95.3189	89.9836	120.222	93.0016	97.3016	85.932
g10005.t1	31.8069	19.302	15.0907	33.6895	13.4164	23.8772	24.5452	165.888
g5922.t1	16.2254	77.0354	14.4189	14.1486	81.143	18.4636	46.0569	25.1354
g262.t1	20.2649	96.1279	28.3021	21.5046	48.0257	23.0603	53.5041	29.8275
g613.t1	30.2799	28.1547	15.0165	24.0496	22.1467	21.2086	15.3246	157.729
g2110.t1	12.6042	59.5524	25.5376	36.579	12.1035	27.0271	21.251	30.115
g8324.t1	16.126	76.1684	5.66523	40.9023	19.8065	15.2107	20.0185	6.91909
g4482.t1	10.1497	47.8434	14.9893	4.03948	24.7397	13.7397	34.8356	16.3657
g1315.t1	19.001	89.4992	24.5762	7.02439	34.6575	22.5888	50.5431	52.2782
g406.t1	656.896	3092.76	789.355	1379.54	1952.4	630.673	2298.58	1058.08
g8147.t1	18.6668	87.7254	27.7194	14.8545	60.7237	18.4819	33.919	32.3951
g8284.t1	4.79662	22.4881	11.403	2.47582	18.94	16.531	18.7534	12.6933
g4405.t1	32.4618	69.5061	10.9042	64.6896	27.3914	25.1191	26.4386	168.749
g4534.t1	5.82429	27.1136	6.74282	1.87025	4.65723	8.17079	12.0895	6.42966
g186.t1	28.4453	169.814	94.9164	16.7033	67.0878	55.215	121.272	146.649
g10164.t1	12.3521	56.966	19.8715	15.6943	10.6871	8.77596	13.2903	50.7231
g4237.t1	121.935	152.859	45.3477	157.09	67.362	61.166	122.448	625.032
g8837.t1	28.9174	26.6549	66.7031	41.2206	44.7693	55.4182	116.909	148.228
g5181.t1	19.7862	9.42191	8.25591	11.0239	12.8081	19.7679	9.94403	101.337
g9113.t1	11633.7	53281.9	26706	7603.12	10989.9	12905.4	4715.46	5723.94
g5251.t1	6.69489	30.597	11.8074	11.7642	13.2006	13.116	11.748	8.69782
g8769.t1	29.2141	133.487	33.8503	48.2295	86.3223	22.4238	88.5807	54.0748
g2960.t1	5.08111	23.2132	5.37228	0.700386	5.79985	7.07807	6.97384	13.0482
g5413.t1	12.7368	58.1242	12.7951	35.5999	24.4869	16.4378	14.8944	17.1335
g1581.t1	14.7455	67.1108	6.14588	44.0012	27.9115	18.4579	8.23814	17.4411
g899.t1	11.7743	53.3788	8.34935	20.7605	17.7748	7.60865	10.6757	20.581
g784.t1	5.98893	27.0784	9.2258	5.10296	9.58634	12.3196	17.4542	14.9619
g183.t1	18.4609	83.4615	11.6951	16.0263	69.5439	19.8965	6.09195	28.0334
g7313.t1	3.44444	15.57	2.72682	4.57081	3.7839	3.21451	6.97874	1.59839
g10881.t1	46.9813	212.283	41.0865	57.5125	99.5896	28.9253	121.282	85.356
g462.t1	25.0394	29.5717	53.2977	55.8576	49.1266	19.8285	107.864	128.224
g3207.t1	17.3081	78.0346	17.1582	36.3444	18.7939	15.7573	22.6079	18.6735
g10913.t1	8.9097	40.1523	11.4621	12.2498	7.90037	9.17369	22.553	28.6309
g8433.t1	14.4793	37.5996	33.8595	79.623	29.83	13.2272	58.1297	74.1189
g6496.t1	16.1412	72.6223	95.6242	9.8629	73.4491	46.2396	80.9096	31.6497
g5696.t1	8.97983	21.4759	22.0595	58.8339	24.6269	23.4645	68.2253	45.9399
g4122.t1	8.59514	38.5828	32.9241	3.67608	29.1069	15.742	22.9445	28.4672
g6947.t1	11.1666	50.0573	13.9899	4.73034	19.7779	14.2546	15.5519	15.4414
g7449.t1	8.68837	38.8539	5.08134	2.99304	7.94844	9.32596	9.94783	13.9736
g526.t1	13.8606	61.9487	20.0341	18.4822	12.2617	10.571	33.0153	31.9145
g1555.t1	156.179	695.851	156.067	36.2775	147.592	83.5993	272.842	247.506
g9424.t1	38.0292	529.701	124.77	29.6349	784.994	74.737	183.641	194.496
g1548.t1	32.2287	143.049	37.1385	10.1999	99.9379	23.2405	46.8267	56.2513
g6227.t1	6.69798	29.7107	1.03533	46.4685	16.9742	13.0554	12.6648	9.88919
g9038.t1	48.9133	216.75	71.531	32.7429	52.2024	59.6539	73.3875	96.9722
g55.t1	11.2845	49.9481	13.7567	0	7.2115	13.2812	32.6103	22.2689
g10540.t1	35.2543	155.933	18.4505	14.331	21.1364	18.36	33.6925	36.5939
g3974.t1	19.3004	85.3467	12.8479	70.4378	54.1864	11.9272	34.8116	35.2799
g10287.t1	36.918	163.006	29.9098	38.3054	19.949	34.3	94.6259	74.043
g7157.t1	6.78164	29.8878	26.7562	12.7973	24.9204	17.3479	37.1492	27.7796
g516.t1	4122.69	18149.8	9898.3	3041.73	4822.44	5526.38	2084.78	2393.32
g8850.t1	7.51976	33.013	19.3951	1.02992	18.3221	11.8102	16.9175	9.51555
g1667.t1	4.83028	21.204	12.0119	4.58655	16.455	12.1685	44.3694	27.6882
g3623.t1	12.0742	53.0016	24.3119	34.3566	18.2695	14.7361	50.8129	28.8814
g182.t1	288.313	1263.23	255.668	301.479	331.284	182.419	446.264	518.208
g10173.t1	30.7628	134.694	27.279	38.8954	31.6475	22.0589	61.7783	53.2615
g6658.t1	7.62747	33.3932	7.0059	5.04011	7.7652	10.9508	20.4464	12.9822
g3173.t1	16.9803	74.2871	25.0972	33.776	18.9251	20.4772	27.3029	25.3823
g4033.t1	65.897	288.187	79.0702	68.2756	53.5987	62.2719	93.4122	142.771
g4429.t1	28.3895	123.953	24.6782	13.7647	254.125	73.9933	18.4922	30.6186
g5600.t1	13.4831	58.6759	19.6634	45.6607	19.7015	21.4914	34.2563	23.4005
g520.t1	2.65633	11.5545	20.0688	69.1485	5.40723	7.1369	31.0357	29.3476
g7767.t1	13.3845	58.0672	14.0193	1.4166	3.54382	3.80015	21.0238	9.12526
g3481.t1	10.3808	44.9262	20.0643	19.1625	111.498	28.9134	16.442	24.509
g2065.t1	11.4671	49.5502	13.6662	8.33183	12.1801	7.86771	25.3746	23.7645
g4467.t1	13.9501	60.1471	17.9368	14.2063	9.10613	17.5434	34.0716	26.2872
g3191.t1	20.381	87.7763	17.0296	0.609749	30.4909	15.1803	13.1463	8.66211
g8723.t1	1926.36	8293.43	3171.81	1752.35	2282.69	2101.08	1225.02	1366.33
g3478.t1	11.9489	51.2546	52.7484	3.24244	25.2708	30.5135	8.78296	15.7624
g8121.t1	15.6085	66.9059	27.0862	11.5978	38.6017	24.126	30.1848	28.5009
g6686.t1	8.62887	56.4721	42.9238	8.0787	45.1677	37.992	47.7741	43.9036
g2474.t1	10.9469	38.2451	35.2736	3.35327	47.0642	23.7478	20.8215	55.6275
g7928.t1	18.9626	80.7435	88.9216	25.3754	25.434	40.885	109.225	68.6962
g77.t1	19.4203	82.6246	20.9473	47.7236	26.4719	14.2122	40.1858	19.1416
g5280.t1	42.3973	180.322	73.506	52.7891	30.2548	67.0313	71.3887	81.9937
g10401.t1	77.5164	328.94	65.9385	81.7826	62.0238	27.9652	156.689	185.454
g1442.t1	19.6057	82.9735	28.8552	7.53221	23.0698	20.7194	61.9391	43.2234
g7446.t1	63.3651	267.131	98.1531	29.3944	132.543	48.3128	174.556	139.094
g7788.t1	13.6533	44.4844	51.1443	12.5621	23.4526	30.4723	107.099	69.3784
g10448.t1	39.0912	164.359	43.6361	25.224	19.8589	40.9562	48.301	40.3145
g4268.t1	17.3086	72.6961	16.5016	22.4463	32.4456	19.6749	48.8404	31.9512
g1399.t1	20.4802	85.7419	14.9369	9.24986	14.9907	19.2542	41.288	38.9421
g2061.t1	32.8988	137.719	16.4816	33.9252	17.0496	10.369	36.3399	39.593
g1642.t1	15.5932	65.1272	9.90696	33.6236	7.68096	10.1317	23.785	23.3966
g1727.t1	11.4303	47.7147	26.7378	6.55667	35.8251	19.7997	18.4482	37.4012
g1250.t1	16.779	70.0029	16.9752	23.2024	17.6214	18.3246	27.325	40.54
g4654.t1	26.3497	24.1319	124.154	48.8369	58.5619	55.5751	131.94	133.591
g2287.t1	100.071	112.417	70.4172	121.177	115.809	55.9975	93.1994	507.213
g5031.t1	53.0639	220.77	25.1343	38.9069	65.2056	13.3007	195.855	67.7445
g3834.t1	12.0265	50.0312	19.019	13.4975	12.9191	12.3215	23.1248	42.8133
g7474.t1	9.14344	19.4775	32.5969	2.36878	25.2657	22.6083	53.066	46.2405
g9149.t1	2497.83	10347.3	5046.94	3575.72	2642.05	4151.28	2294.27	1453.14
g3804.t1	16.4539	37.0772	49.6032	35.545	44.5414	28.4801	72.5884	83.1736
g997.t1	9.51597	39.3752	10.8846	5.10762	11.2106	8.45626	16.7446	18.2228
g1198.t1	25.0877	103.716	16.9657	91.4906	19.9965	7.59902	127.836	13.2078
g4908.t1	11095.7	45858.8	26901.4	6814.37	12600.1	10594.9	5271.96	6634.79
g1292.t1	8.55557	35.2164	9.70344	4.63049	43.4826	8.88668	8.43472	28.6165
g2620.t1	28.9334	118.955	16.2723	18.2389	27.082	17.3322	29.9192	63.8575
g7946.t1	7.35463	26.0529	21.3787	67.7565	13.1898	27.8679	84.2291	37.1718
g3709.t1	35.2506	289.551	223.046	6.48278	48.058	106.147	151.728	178.104
g5467.t1	7.20713	29.5964	14.7924	1.47567	9.55229	9.24729	28.7085	15.1818
g9886.t1	1472.87	6046.29	4275.72	1434.29	1319.59	2624.91	948.489	987.182
g5378.t1	5.59932	22.985	1.73953	10.4417	7.86123	14.4146	4.54713	3.05049
g7967.t1	6.18284	25.3759	7.60103	3.48688	10.0958	8.90442	17.9502	3.10854
g5.t1	11.9912	49.1319	19.7818	16.1893	39.6077	18.4676	42.7075	26.4487
g5115.t1	2.70035	11.0462	3.32066	4.88497	5.86231	3.01502	7.43555	1.73781
g8833.t1	5.97632	24.4433	8.28214	3.21073	7.94366	8.94629	12.8885	7.8024
g10611.t1	26.8983	39.4394	105.455	13.5558	50.4735	76.291	100.705	135.593
g4101.t1	21.2945	87.0053	5.72687	94.165	48.0598	10.7737	10.6423	10.8449
g6233.t1	26.4037	107.767	53.5566	16.4159	90.1232	31.1766	63.6017	46.6955
g50.t1	11.72	47.7823	12.8992	9.41285	18.6279	12.0272	12.0928	27.7304
g6454.t1	5.52898	22.472	3.25157	10.0316	9.29735	4.58105	9.64033	7.15402
g4577.t1	18.4876	76.9514	45.4533	41.5522	30.7705	35.735	35.1622	92.8802
g913.t1	20.3243	82.185	24.8507	2.19717	45.2388	24.07	27.3798	17.0623
g382.t1	7.70011	31.0666	10.2127	0.95731	17.3603	7.10881	15.2149	14.534
g11018.t1	52.5931	107.895	48.5257	65.7704	64.2914	44.8432	116.373	262.364
g7817.t1	18.6402	75.1541	4.77455	27.0262	19.5671	6.4388	42.1856	20.9834
g3659.t1	39.9883	90.2462	152.08	78.0764	38.4425	85.0914	164.495	198.996
g5103.t1	25.1727	101.372	9.35898	35.5951	36.8017	9.78244	54.0917	38.0868
g5338.t1	17.8232	71.6439	22.9885	6.0123	18.3672	14.2777	23.6097	31.1676
g245.t1	22.01	88.3852	50.908	16.6303	36.0292	31.3616	61.7153	51.0171
g951.t1	20.4097	80.0999	48.1425	44.977	30.6027	37.4797	37.992	101.399
g128.t1	21.1395	84.4271	12.4341	24.8644	9.55666	9.94857	20.41	26.2512
g6295.t1	10.9081	43.4974	45.0272	5.79919	51.6013	27.2194	27.4913	25.0868
g8216.t1	27.206	155.377	76.7688	80.7706	62.9516	53.7012	142.084	134.909
g8406.t1	53.6788	247.077	590.614	59.2674	101.465	117.447	280.488	266.152
g2752.t1	19.4022	77.143	10.3864	1.72616	59.8425	19.3897	4.27727	3.08379
g7074.t1	1024.03	4070.29	2641.66	1033.84	1106.24	1555.81	635.981	714.599
g10332.t1	34.8677	138.502	22.3738	19.1488	26.8205	23.1007	72.8329	50.8569
g5401.t1	5.70911	22.6394	7.79414	6.52329	39.695	8.05377	2.40069	6.71432
g10569.t1	190.583	755.68	368.043	460.036	209.13	642.679	380.931	676.334
g8341.t1	3438.55	13602.3	5191.53	2663.88	4506.57	4823.56	1808.81	2735.53
g5682.t1	3.2688	12.9237	3.05033	2.23614	31.556	9.84718	0.252361	0.778225
g5438.t1	51.4419	202.085	50.7736	85.5789	33.2334	21.8773	73.238	70.6405
g6243.t1	5.8306	22.9048	14.9969	18.8674	10.7557	8.7384	14.4625	9.73198
g6685.t1	7.20855	12.6449	24.8809	3.64215	16.5602	27.4537	20.5605	35.6827
g8571.t1	5.00943	19.6476	12.6741	5.87808	12.2292	12.4244	5.74991	13.3359
g3449.t1	8.0677	31.5404	9.96126	7.91273	10.6798	22.8291	11.8258	4.27043
g2288.t1	12.6885	49.5571	17.8222	14.4328	23.4096	21.3772	32.9126	17.9477
g6980.t1	885.51	3457.06	1311.07	1082.72	1056.91	1771.42	837.756	614.044
g7326.t1	41.9238	273.906	96.0892	21.7758	106.608	67.7165	153.663	207.419
g712.t1	32.6203	196.447	54.4477	26.4084	48.5353	50.2562	147.664	159.989
g10067.t1	10.7485	41.8596	22.0571	5.95564	13.2099	10.8037	26.9426	25.5559
g8065.t1	6897.77	26850.2	32915.4	11187	9431.77	13154.5	7107.95	7786.74
g5732.t1	325.706	1266.29	729.808	557.243	285.984	484.736	381.725	195.197
g2719.t1	4.94364	19.2131	2.65746	3.35518	2.10026	7.94136	1.15456	2.07642
g10337.t1	15.4546	89.7086	39.9066	7.93971	48.1705	29.3385	198.136	75.5059
g10907.t1	25.1522	97.5764	20.4635	20.8346	19.177	22.0476	25.5737	21.7369
g10321.t1	13.7994	53.4273	7.09161	19.9258	25.4315	5.93656	33.4352	4.98408
g2117.t1	1545.71	5978.89	3417.39	2681.09	1690.72	2503.52	1766.87	1248.52
g9623.t1	49.7643	192.48	57.0016	177.519	73.4896	35.408	181.717	59.3829
g10960.t1	0.954527	3.68896	0.656738	0	3.77939	1.85478	0.704443	3.68172
g10568.t1	67.4053	259.983	132.151	151.825	79.458	264.032	115.552	216.997
g1607.t1	9.38298	36.1161	11.1979	7.35051	26.7408	10.5597	7.46922	6.42074
g10875.t1	8.60743	33.1087	12.2019	1.14922	24.2189	19.6483	22.2956	17.6501
g5490.t1	15.6331	60.1176	6.57318	13.7187	7.10309	15.983	31.324	22.6151
g1374.t1	7.16501	27.5285	2.51089	13.3594	7.04769	7.27469	7.84609	5.32011
g215.t1	5246.96	20147.8	12501.5	3951.54	3943.96	4941.42	2621.06	3560.07
g9707.t1	13.6446	52.3282	21.6664	8.87402	49.7742	20.7815	13.3733	10.4351
g8911.t1	271.286	1037.56	1145.46	86.1891	331.348	1564.89	463.774	669.644
g3346.t1	13.1643	50.2251	12.7752	13.3068	20.9027	10.6246	15.3524	17.1765
g9712.t1	6.54589	24.9532	3.41557	4.79053	6.7515	6.08744	14.0166	2.00047
g4279.t1	22948.9	87430.2	45705.5	9259.61	14207.4	24121.7	6125.38	6563.11
g1409.t1	24.7412	14.5246	11.0437	27.9645	15.9202	17.8655	13.2623	120.79
g1750.t1	15.3219	58.3337	8.25753	17.6102	21.3232	20.317	27.6559	30.4891
g4386.t1	8.09737	21.499	22.7262	4.54765	24.3175	19.9828	23.6826	39.4125
g5990.t1	2864.51	10872.6	7478.72	2794.51	2925.98	4125.69	2153.46	2469.38
g163.t1	2196.6	8336.71	5291.04	1710.47	2378.38	2504.4	1287.8	1227.5
g2195.t1	138.479	228.52	454.626	293.556	151.679	331.391	158.904	669.309
g353.t1	30.9571	117.418	41.9041	39.7642	28.9367	28.3903	51.8929	37.7551
g3752.t1	7.62324	28.9024	5.67218	64.4258	16.0385	7.19188	34.8677	16.2629
g2291.t1	13.121	49.7443	38.0011	25.5116	38.208	35.8942	54.3866	29.9258
g595.t1	34.8805	131.709	11.9115	42.4735	25.4238	11.6944	63.0213	46.9638
g8944.t1	130.482	492.407	80.3451	67.0659	79.8879	73.5653	133.857	125.004
g10438.t1	0.959558	3.61601	0	0	3.51405	1.75723	1.34023	0
g10123.t1	17.7053	66.6661	6.291	11.7325	9.53539	6.17028	34.3665	18.9549
g9503.t1	22.878	86.1429	18.904	22.7365	45.5561	17.6376	34.1868	42.9289
g5897.t1	15.7388	59.1838	3.31476	11.3848	12.759	4.47862	5.54004	12.0664
g2930.t1	8.72035	32.6977	8.25249	7.26943	9.22372	5.84119	28.9294	15.5786
g4591.t1	38.629	144.824	39.6959	41.7014	37.3975	30.4003	53.2079	52.31
g1521.t1	75.1891	281.857	148.893	14.425	49.0771	98.8548	89.7233	121.28
g10933.t1	13.7867	8.90562	8.47433	5.70343	16.4109	12.9314	4.69486	66.5585
g8383.t1	15.0828	56.4357	28.3488	10.7027	15.5635	29.4537	28.2458	13.6874
g10255.t1	3360.82	12574.7	6188.98	2174.14	2915.53	5279.99	1704.82	1775.35
g2265.t1	16.0078	59.8799	18.2457	42.8655	70.3917	12.1755	57.9099	30.3989
g10379.t1	12.0888	45.2053	29.4965	1.37464	22.4043	19.5604	19.2463	15.0498
g3539.t1	29.8636	28.6103	10.7122	39.0868	24.1409	14.131	18.8165	144.011
g2853.t1	21.7838	81.3554	31.1754	7.16929	65.8224	27.656	40.4653	21.9991
g6458.t1	6.24974	23.2373	7.93683	4.71044	14.0672	7.03375	9.50984	7.55918
g6238.t1	17.0122	63.189	8.27284	32.2999	29.6137	9.95005	31.0291	23.7497
g667.t1	9.28429	34.412	24.0779	4.39015	41.6604	20.8642	27.1177	25.7631
g5772.t1	28.4256	18.6172	55.2999	24.0198	46.876	90.641	53.7095	136.341
g4072.t1	11.0152	64.5139	20.5187	12.7278	45.5819	11.0543	46.9882	52.7898
g3967.t1	2921.1	10810.3	4219.43	2566.05	2935.83	4206.8	2369.38	2230.13
g5228.t1	10.3422	17.639	38.5592	27.7858	19.0283	14.4704	81.1311	49.5454
g6855.t1	21.2585	78.4594	27.4752	65.6011	27.4575	18.8715	21.4717	21.4788
g5875.t1	20.0622	169.993	150.066	3.02229	72.6909	48.6312	78.4548	96.0726
g4584.t1	128.995	475.207	63.0503	82.8541	115.954	27.5445	174.482	159.708
g452.t1	2.77432	10.2172	7.63123	0	6.06939	5.19899	0	1.13718
g7375.t1	48.121	75.5816	231.93	34.3018	91.5533	235.488	52.0378	230.364
g6679.t1	13.2144	48.5315	11.2779	8.72256	10.4524	19.9164	11.4358	32.9297
g5063.t1	7.28782	26.7541	9.99496	6.80149	13.2226	11.0202	13.3082	10.7809
g5511.t1	19.2785	66.205	109.894	11.9341	84.17	67.1295	77.9832	91.6138
g2260.t1	1059.17	3886.78	1706.28	1109.9	1184.19	1241.31	785.474	798.606
g4909.t1	4.82014	17.6464	4.07455	5.27182	4.26744	5.11856	8.79962	25.2707
g4366.t1	2.03485	7.44473	4.43782	2.05544	7.61547	7.36245	0.692073	1.42299
g5710.t1	20.8051	31.9408	37.4417	39.2083	24.9253	39.112	39.6267	98.6189
g9553.t1	42.1559	153.989	122.087	86.4276	35.541	69.0086	52.6991	117.273
g4679.t1	2723.78	9933.71	9759.74	2358.91	2460.7	4086.56	1274.29	2093.98
g1189.t1	24.6874	90.0317	35.4713	36.1689	27.1595	42.6722	78.1866	52.0576
g10048.t1	11.4766	12.3508	14.0052	12.4016	19.3119	13.6067	18.6011	54.1152
g9108.t1	10.553	38.4028	14.5823	0.527985	28.5331	4.50928	18.3324	18.6242
g7405.t1	32.3534	117.697	33.1367	16.7939	77.996	27.287	41.5089	56.9852
g7398.t1	32.4436	117.973	31.466	65.7573	29.5545	33.0571	73.7824	48.9494
g2901.t1	15.8403	57.5791	7.01983	17.3784	25.3607	12.2928	16.8574	20.8222
g3298.t1	4301.63	15622.3	9386.59	4912.92	4699.57	5958.25	3227.87	3252.08
g6480.t1	50.0585	181.531	21.8643	45.6999	20.1846	21.9404	57.1912	35.8615
g1267.t1	24.0643	87.2036	28.836	17.1842	13.2565	22.5962	38.1993	54.1263
g1401.t1	2680.97	9712.05	4435.96	2534.97	2521.55	3943.34	1524.16	1310.38
g2115.t1	20.1424	72.8669	34.6841	1.12679	15.9994	39.0555	31.8408	42.3282
g266.t1	17.5588	63.4289	20.932	28.3396	19.4791	19.144	39.0251	27.5309
g6521.t1	16.1417	58.2413	16.6011	18.3651	27.6286	16.6889	52.5452	36.3062
g736.t1	16.257	135.366	150.713	62.5655	54.1491	73.7467	83.9946	76.4944
g2468.t1	21.1926	75.9377	21.0107	31.9845	25.0022	20.212	70.2866	46.1371
g7206.t1	19.9476	71.4677	15.8389	19.229	20.5672	18.9122	13.4449	20.0743
g4094.t1	1537.38	5504.65	5191.88	1248.69	1431.28	2072.98	966.317	929.569
g2595.t1	8.98747	32.1713	8.40834	10.2783	9.99286	11.5431	27.0077	14.8947
g6305.t1	19.7202	70.5793	71.9413	39.689	26.8347	41.0616	82.3391	71.034
